"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"S. 509",https://www.congress.gov/bill/118th-congress/senate-bill/509,"118th Congress (2023-2024)","Supporting Americans Wrongfully or Unlawfully Detained Abroad Act of 2023",,"Menendez, Robert [Sen.-D-NJ]",,02/16/2023,3,,,"Senate - Foreign Relations","Placed on Senate Legislative Calendar under General Orders. Calendar No. 27.",03/09/2023,"Shaheen, Jeanne [Sen.-D-NH]","Risch, James E. [Sen.-R-ID]","Hagerty, Bill [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 508",https://www.congress.gov/bill/118th-congress/senate-bill/508,"118th Congress (2023-2024)","Ensuring Work Opportunities in Correctional Facilities Act of 2023",,"Booker, Cory A. [Sen.-D-NJ]",,02/16/2023,0,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 507",https://www.congress.gov/bill/118th-congress/senate-bill/507,"118th Congress (2023-2024)","Ralph David Abernathy, Sr., National Historic Site Act",,"Ossoff, Jon [Sen.-D-GA]",,02/16/2023,1,,,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",02/16/2023,"Warnock, Raphael G. [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 506",https://www.congress.gov/bill/118th-congress/senate-bill/506,"118th Congress (2023-2024)","Stop Reckless Student Loan Actions Act of 2023",,"Thune, John [Sen.-R-SD]",,02/16/2023,10,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S460)",02/16/2023,"Rounds, Mike [Sen.-R-SD]","Cramer, Kevin [Sen.-R-ND]","Barrasso, John [Sen.-R-WY]","Cassidy, Bill [Sen.-R-LA]","Scott, Tim [Sen.-R-SC]","Ernst, Joni [Sen.-R-IA]","Grassley, Chuck [Sen.-R-IA]","Britt, Katie Boyd [Sen.-R-AL]","Scott, Rick [Sen.-R-FL]","Marshall, Roger [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 505",https://www.congress.gov/bill/118th-congress/senate-bill/505,"118th Congress (2023-2024)","Immigration Parole Reform Act of 2023",,"Grassley, Chuck [Sen.-R-IA]",,02/16/2023,10,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Hawley, Josh [Sen.-R-MO]","Lee, Mike [Sen.-R-UT]","Cassidy, Bill [Sen.-R-LA]","Cotton, Tom [Sen.-R-AR]","Ernst, Joni [Sen.-R-IA]","Lankford, James [Sen.-R-OK]","Tuberville, Tommy [Sen.-R-AL]","Britt, Katie Boyd [Sen.-R-AL]","Vance, J. D. [Sen.-R-OH]","Kennedy, John [Sen.-R-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 504",https://www.congress.gov/bill/118th-congress/senate-bill/504,"118th Congress (2023-2024)","DEMOCRACIA Act",,"Scott, Rick [Sen.-R-FL]",,02/16/2023,5,,,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",02/16/2023,"Scott, Tim [Sen.-R-SC]","Rubio, Marco [Sen.-R-FL]","Tuberville, Tommy [Sen.-R-AL]","Marshall, Roger [Sen.-R-KS]","Braun, Mike [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 503",https://www.congress.gov/bill/118th-congress/senate-bill/503,"118th Congress (2023-2024)","Space National Guard Establishment Act",,"Feinstein, Dianne [Sen.-D-CA]",,02/16/2023,9,,,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",02/16/2023,"Blackburn, Marsha [Sen.-R-TN]","Murkowski, Lisa [Sen.-R-AK]","Hickenlooper, John W. [Sen.-D-CO]","Rubio, Marco [Sen.-R-FL]","Padilla, Alex [Sen.-D-CA]","Bennet, Michael F. [Sen.-D-CO]","Scott, Rick [Sen.-R-FL]","Braun, Mike [Sen.-R-IN]","Sinema, Kyrsten [Sen.-I-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 502",https://www.congress.gov/bill/118th-congress/senate-bill/502,"118th Congress (2023-2024)","Healthy Dog Importation Act",,"Grassley, Chuck [Sen.-R-IA]",,02/16/2023,6,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",02/16/2023,"King, Angus S., Jr. [Sen.-I-ME]","Smith, Tina [Sen.-D-MN]","Risch, James E. [Sen.-R-ID]","Warnock, Raphael G. [Sen.-D-GA]","Marshall, Roger [Sen.-R-KS]","Gillibrand, Kirsten E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 501",https://www.congress.gov/bill/118th-congress/senate-bill/501,"118th Congress (2023-2024)","Presidential Allowance Modernization Act of 2023",,"Ernst, Joni [Sen.-R-IA]",,02/16/2023,2,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",02/16/2023,"Braun, Mike [Sen.-R-IN]","Hassan, Margaret Wood [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 500",https://www.congress.gov/bill/118th-congress/senate-bill/500,"118th Congress (2023-2024)","Eliminating Leftover Expenses for Campaigns from Taxpayers (ELECT) Act of 2023",,"Ernst, Joni [Sen.-R-IA]",,02/16/2023,0,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 499",https://www.congress.gov/bill/118th-congress/senate-bill/499,"118th Congress (2023-2024)","Debbie Smith Act of 2023",,"Cornyn, John [Sen.-R-TX]",,02/16/2023,15,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Feinstein, Dianne [Sen.-D-CA]","Tillis, Thomas [Sen.-R-NC]","Klobuchar, Amy [Sen.-D-MN]","Crapo, Mike [Sen.-R-ID]","Durbin, Richard J. [Sen.-D-IL]","Kennedy, John [Sen.-R-LA]","Blumenthal, Richard [Sen.-D-CT]","Grassley, Chuck [Sen.-R-IA]","Cortez Masto, Catherine [Sen.-D-NV]","Ernst, Joni [Sen.-R-IA]","Shaheen, Jeanne [Sen.-D-NH]","Blackburn, Marsha [Sen.-R-TN]","Coons, Christopher A. [Sen.-D-DE]","Cantwell, Maria [Sen.-D-WA]","Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 498",https://www.congress.gov/bill/118th-congress/senate-bill/498,"118th Congress (2023-2024)","Veteran Education Empowerment Act",,"Rosen, Jacky [Sen.-D-NV]",,02/16/2023,1,,,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",02/16/2023,"Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 497",https://www.congress.gov/bill/118th-congress/senate-bill/497,"118th Congress (2023-2024)","Military Family Nutrition Access Act of 2023",,"Duckworth, Tammy [Sen.-D-IL]",,02/16/2023,16,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",02/16/2023,"Feinstein, Dianne [Sen.-D-CA]","Sullivan, Dan [Sen.-R-AK]","Murray, Patty [Sen.-D-WA]","Durbin, Richard J. [Sen.-D-IL]","Murkowski, Lisa [Sen.-R-AK]","Klobuchar, Amy [Sen.-D-MN]","Tester, Jon [Sen.-D-MT]","Bennet, Michael F. [Sen.-D-CO]","Gillibrand, Kirsten E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","King, Angus S., Jr. [Sen.-I-ME]","Booker, Cory A. [Sen.-D-NJ]","Warnock, Raphael G. [Sen.-D-GA]","Fetterman, John [Sen.-D-PA]","Welch, Peter [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 496",https://www.congress.gov/bill/118th-congress/senate-bill/496,"118th Congress (2023-2024)","Respect for Workers Act",,"Reed, Jack [Sen.-D-RI]",,02/16/2023,9,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S459)",02/16/2023,"Merkley, Jeff [Sen.-D-OR]","Casey, Robert P., Jr. [Sen.-D-PA]","Brown, Sherrod [Sen.-D-OH]","Warren, Elizabeth [Sen.-D-MA]","Van Hollen, Chris [Sen.-D-MD]","Booker, Cory A. [Sen.-D-NJ]","Whitehouse, Sheldon [Sen.-D-RI]","Baldwin, Tammy [Sen.-D-WI]","Padilla, Alex [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 495",https://www.congress.gov/bill/118th-congress/senate-bill/495,"118th Congress (2023-2024)","Expanding Veterans’ Options for Long Term Care Act",,"Tester, Jon [Sen.-D-MT]",,02/16/2023,5,,,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",02/16/2023,"King, Angus S., Jr. [Sen.-I-ME]","Murray, Patty [Sen.-D-WA]","Moran, Jerry [Sen.-R-KS]","Rounds, Mike [Sen.-R-SD]","Collins, Susan M. [Sen.-R-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 494",https://www.congress.gov/bill/118th-congress/senate-bill/494,"118th Congress (2023-2024)","Background Check Expansion Act",,"Murphy, Christopher [Sen.-D-CT]",,02/16/2023,47,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Kaine, Tim [Sen.-D-VA]","Wyden, Ron [Sen.-D-OR]","Whitehouse, Sheldon [Sen.-D-RI]","Baldwin, Tammy [Sen.-D-WI]","Bennet, Michael F. [Sen.-D-CO]","Blumenthal, Richard [Sen.-D-CT]","Booker, Cory A. [Sen.-D-NJ]","Brown, Sherrod [Sen.-D-OH]","Cantwell, Maria [Sen.-D-WA]","Cardin, Benjamin L. [Sen.-D-MD]","Carper, Thomas R. [Sen.-D-DE]","Casey, Robert P., Jr. [Sen.-D-PA]","Coons, Christopher A. [Sen.-D-DE]","Cortez Masto, Catherine [Sen.-D-NV]","Duckworth, Tammy [Sen.-D-IL]","Durbin, Richard J. [Sen.-D-IL]","Feinstein, Dianne [Sen.-D-CA]","Fetterman, John [Sen.-D-PA]","Gillibrand, Kirsten E. [Sen.-D-NY]","Hassan, Margaret Wood [Sen.-D-NH]","Heinrich, Martin [Sen.-D-NM]","Hickenlooper, John W. [Sen.-D-CO]","Hirono, Mazie K. [Sen.-D-HI]","Kelly, Mark [Sen.-D-AZ]","King, Angus S., Jr. [Sen.-I-ME]","Klobuchar, Amy [Sen.-D-MN]","Lujan, Ben Ray [Sen.-D-NM]","Markey, Edward J. [Sen.-D-MA]","Menendez, Robert [Sen.-D-NJ]","Merkley, Jeff [Sen.-D-OR]","Murray, Patty [Sen.-D-WA]","Ossoff, Jon [Sen.-D-GA]","Padilla, Alex [Sen.-D-CA]","Peters, Gary C. [Sen.-D-MI]","Reed, Jack [Sen.-D-RI]","Rosen, Jacky [Sen.-D-NV]","Sanders, Bernard [Sen.-I-VT]","Schatz, Brian [Sen.-D-HI]","Schumer, Charles E. [Sen.-D-NY]","Shaheen, Jeanne [Sen.-D-NH]","Smith, Tina [Sen.-D-MN]","Stabenow, Debbie [Sen.-D-MI]","Van Hollen, Chris [Sen.-D-MD]","Warner, Mark R. [Sen.-D-VA]","Warnock, Raphael G. [Sen.-D-GA]","Warren, Elizabeth [Sen.-D-MA]","Welch, Peter [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 493",https://www.congress.gov/bill/118th-congress/senate-bill/493,"118th Congress (2023-2024)","Securing the Visa Waiver Program Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Cruz, Ted [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 492",https://www.congress.gov/bill/118th-congress/senate-bill/492,"118th Congress (2023-2024)","Conscience Objections to Negligent State COVID–19 Inoculation Edicts Need Constitutional Enforcement Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Lee, Mike [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Civil Rights and Liberties, Minority Issues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 491",https://www.congress.gov/bill/118th-congress/senate-bill/491,"118th Congress (2023-2024)","CVV Act",,"Rubio, Marco [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/16/2023,"Blackburn, Marsha [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 490",https://www.congress.gov/bill/118th-congress/senate-bill/490,"118th Congress (2023-2024)","Hong Kong Economic and Trade Office (HKETO) Certification Act",,"Rubio, Marco [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",02/16/2023,"Merkley, Jeff [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
