"Downloaded on",03/18/2023,"10:12:28 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A%22118%22%2C%22type%22%3A%5B%22bills%22%2C%22joint-resolutions%22%5D%2C%22bill-status%22%3A%5B%22introduced%22%2C%22committee%22%2C%22floor%22%5D%7D&pageSize=100&page=25

"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Latest Summary"
"S. 123",https://www.congress.gov/bill/118th-congress/senate-bill/123,"118th Congress (2023-2024)","BAD IRS Activities Act",,"Scott, Rick [Sen.-R-FL]",,01/26/2023,3,,,,"Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 8.",01/30/2023,"Johnson, Ron [Sen.-R-WI]","Budd, Ted [Sen.-R-NC]","Braun, Mike [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.190,S.26,,,,,,,,,,,,,,,,,,,,,,,," <p> <strong>Blocking the Adverse and Dramatic Increased Reliance on Surveillance Activities Act or the BAD IRS Activities Act </strong></p> <p>This bill modifies requirements for third party settlement organizations to eliminate their reporting requirement with respect to the transactions of their participating payees unless they have earned more than $20,000 on more than 200 separate transactions in an applicable tax period. A <em>third party settlement organization</em> is the central organization that has the contractual obligation to make payments to participating payees (generally, a merchant or business) in a third party payment network. </p> <p>This reverses a provision in the American Rescue Plan Act of 2021 that lowered the reporting threshold to $600 with no minimum on the number of transactions.</p> <p>The bill rescinds unobligated funds for Internal Revenue Service enforcement activities and operations support.</p>"
"S. 122",https://www.congress.gov/bill/118th-congress/senate-bill/122,"118th Congress (2023-2024)","Ensuring Workers Get PAID Act of 2023",,"Braun, Mike [Sen.-R-IN]",,01/26/2023,1,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",01/26/2023,"Budd, Ted [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Labor and Employment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.572,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Ensuring Workers Get PAID Act of 202</strong><b>3</b></p> <p>This bill reestablishes the Payroll Audit Independent Determination program, which is administered by the Department of Labor and allows employers to self-report federal minimum wage and overtime compensation violations as an alternative to litigation.</p> <p>Employers may apply to the program by submitting certain information from a self-audit that includes calculations of any unpaid minimum or overtime wages. Labor must verify the calculations and, if the application is approved, supervise a settlement with affected employees that provides payment of any unpaid wages. Employees who accept a settlement under the program waive their private right of action to recover the unpaid wages provided under the settlement.</p>"
"S. 121",https://www.congress.gov/bill/118th-congress/senate-bill/121,"118th Congress (2023-2024)","Protecting Children with Food Allergies Act",,"Durbin, Richard J. [Sen.-D-IL]",,01/26/2023,1,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text: CR S122-123)",01/26/2023,"Duckworth, Tammy [Sen.-D-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 120",https://www.congress.gov/bill/118th-congress/senate-bill/120,"118th Congress (2023-2024)","Educational Choice for Children Act",,"Cassidy, Bill [Sen.-R-LA]",,01/26/2023,14,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Scott, Tim [Sen.-R-SC]","Wicker, Roger F. [Sen.-R-MS]","Barrasso, John [Sen.-R-WY]","Tuberville, Tommy [Sen.-R-AL]","Daines, Steve [Sen.-R-MT]","Cornyn, John [Sen.-R-TX]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Scott, Rick [Sen.-R-FL]","Young, Todd [Sen.-R-IN]","Boozman, John [Sen.-R-AR]","Hawley, Josh [Sen.-R-MO]","Tillis, Thomas [Sen.-R-NC]","Britt, Katie Boyd [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,"Student aid and college costs","Income tax credits","Elementary and secondary education","Charitable contributions","Tax-exempt organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.531,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Educational Choice for Children Act</strong></p> <p>This bill allows individuals and corporations a new tax credit after 2022 for charitable contributions to tax-exempt organizations that provide scholarships to elementary and secondary school students. Such students must be members of a household with incomes not greater 300% of the area median gross income and be eligible to enroll in a public elementary or secondary school. </p> <p>The bill excludes from the gross income of taxpayer dependents any scholarship amount for the elementary or secondary education expenses of eligible students. It also prohibits governmental control over scholarship granting organizations.</p>"
"S. 119",https://www.congress.gov/bill/118th-congress/senate-bill/119,"118th Congress (2023-2024)","South Florida Ecosystem Enhancement Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,0,,,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmental Protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.628,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 118",https://www.congress.gov/bill/118th-congress/senate-bill/118,"118th Congress (2023-2024)","AIM Act of 2023",,"Van Hollen, Chris [Sen.-D-MD]",,01/26/2023,0,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.974,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 117",https://www.congress.gov/bill/118th-congress/senate-bill/117,"118th Congress (2023-2024)","Handgun Permit to Purchase Act",,"Van Hollen, Chris [Sen.-D-MD]",,01/26/2023,2,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",01/26/2023,"Murphy, Christopher [Sen.-D-CT]","Blumenthal, Richard [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.569,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 116",https://www.congress.gov/bill/118th-congress/senate-bill/116,"118th Congress (2023-2024)","The Hurricanes of 2022 Disaster Relief Rectification Act",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,1,,,"Senate - Appropriations","Read twice and referred to the Committee on Appropriations.",01/26/2023,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.662,S.180,,,,,,,,,,,,,,,,,,,,,,,,
"S. 115",https://www.congress.gov/bill/118th-congress/senate-bill/115,"118th Congress (2023-2024)","Clean Water Allotment Modernization Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,2,,,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",01/26/2023,"Kelly, Mark [Sen.-D-AZ]","Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmental Protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 114",https://www.congress.gov/bill/118th-congress/senate-bill/114,"118th Congress (2023-2024)","Preventive Health Savings Act",,"Cardin, Benjamin L. [Sen.-D-MD]",,01/26/2023,3,,,"Senate - Budget","Read twice and referred to the Committee on the Budget. (Sponsor introductory remarks on measure: CR S122)",01/26/2023,"Cramer, Kevin [Sen.-R-ND]","King, Angus S., Jr. [Sen.-I-ME]","Crapo, Mike [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health programs administration and funding","Health care costs and insurance","Congressional oversight","Budget process","Budget deficits and national debt","Accounting and auditing","Health promotion and preventive care","Economics and Public Finance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.766,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Preventive Health Savings Act</b></p> <p>This bill requires the Congressional Budget Office (CBO), upon receiving a request from Congress, to determine if proposed legislation would reduce spending outside of the 10-year budget window through the use of preventive health and preventive health services. </p> <p>If CBO determines that the legislation would result in substantial spending reductions from the use of preventive health and preventive health services, a description and estimate of the spending reductions must be included in CBO projections. </p>"
"S. 113",https://www.congress.gov/bill/118th-congress/senate-bill/113,"118th Congress (2023-2024)","Prescription Pricing for the People Act of 2023",,"Grassley, Chuck [Sen.-R-IA]",,01/26/2023,14,,,"Senate - Judiciary","Placed on Senate Legislative Calendar under General Orders. Calendar No. 19.",03/01/2023,"Casey, Robert P., Jr. [Sen.-D-PA]","Feinstein, Dianne [Sen.-D-CA]","Hirono, Mazie K. [Sen.-D-HI]","Cantwell, Maria [Sen.-D-WA]","Blumenthal, Richard [Sen.-D-CT]","Capito, Shelley Moore [Sen.-R-WV]","Lankford, James [Sen.-R-OK]","Tillis, Thomas [Sen.-R-NC]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Tuberville, Tommy [Sen.-R-AL]","Boozman, John [Sen.-R-AR]","Coons, Christopher A. [Sen.-D-DE]","Welch, Peter [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Competition and antitrust","Business ethics","Business records","Retail and wholesale trades","Prescription drugs","Inflation and prices","Health information and medical records","Health care costs and insurance","Consumer affairs","Congressional oversight",Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Prescription Pricing for the People Act of 20</b><strong>2</strong><b>3</b><br /><br />This bill requires the Federal Trade Commission (FTC) to report about anticompetitive practices and other trends within the pharmaceutical supply chain that may impact the cost of prescription drugs. The FTC also must provide recommendations to increase transparency in the supply chain and prevent anticompetitive practices.</p>"
"S. 112",https://www.congress.gov/bill/118th-congress/senate-bill/112,"118th Congress (2023-2024)","A bill to amend title 38, United States Code, to strengthen benefits for children of Vietnam veterans born with spina bifida, and for other purposes.",,"Braun, Mike [Sen.-R-IN]",,01/26/2023,7,,,"Senate - Veterans' Affairs","Committee on Veterans' Affairs. Ordered to be reported without amendment favorably.",02/16/2023,"Scott, Rick [Sen.-R-FL]","Young, Todd [Sen.-R-IN]","Hirono, Mazie K. [Sen.-D-HI]","Warnock, Raphael G. [Sen.-D-GA]","Rubio, Marco [Sen.-R-FL]","Booker, Cory A. [Sen.-D-NJ]","Hassan, Margaret Wood [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security","Veterans' pensions and compensation","Musculoskeletal and skin diseases","Military personnel and dependents","Conflicts and wars","Birth defects",Asia,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 111",https://www.congress.gov/bill/118th-congress/senate-bill/111,"118th Congress (2023-2024)","Providing Accountability Through Transparency Act of 2023",,"Lankford, James [Sen.-R-OK]",,01/26/2023,5,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",01/26/2023,"Peters, Gary C. [Sen.-D-MI]","Risch, James E. [Sen.-R-ID]","Johnson, Ron [Sen.-R-WI]","Braun, Mike [Sen.-R-IN]","Sinema, Kyrsten [Sen.-I-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics","Administrative law and regulatory procedures","Government information and archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b><b>Providing Accountability Through Transparency Act of 202</b>3</b></p> <p>This bill requires the notice of a proposed rule by a federal agency to include the internet address of a summary of the rule. The summary must be 100 words or fewer, written in plain language, and posted on regulations.gov.</p>"
"S. 110",https://www.congress.gov/bill/118th-congress/senate-bill/110,"118th Congress (2023-2024)","A PLUS Act",,"Daines, Steve [Sen.-R-MT]",,01/26/2023,11,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",01/26/2023,"Rounds, Mike [Sen.-R-SD]","Johnson, Ron [Sen.-R-WI]","Rubio, Marco [Sen.-R-FL]","Cruz, Ted [Sen.-R-TX]","Scott, Tim [Sen.-R-SC]","Ernst, Joni [Sen.-R-IA]","Blackburn, Marsha [Sen.-R-TN]","Scott, Rick [Sen.-R-FL]","Hagerty, Bill [Sen.-R-TN]","Budd, Ted [Sen.-R-NC]","Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.631,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Academic Partnerships Lead Us to Success Act or the A PLUS Act</strong>&nbsp; </p> <p>This bill creates a framework under which states may receive federal elementary and secondary education funds on a consolidated basis and use such funds for any educational purpose permitted by state law. </p>"
"S. 109",https://www.congress.gov/bill/118th-congress/senate-bill/109,"118th Congress (2023-2024)","Ensuring Kids Have Access to Medically Necessary Dental Care Act",,"Cardin, Benjamin L. [Sen.-D-MD]",,01/26/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dental care","Child health","Poverty and welfare assistance","Health care coverage and access","Health care costs and insurance",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.590,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Ensuring Kids Have Access to Medically Necessary Dental Care Act</b></p> <p>This bill modifies dental coverage under the Children's Health Insurance Program (CHIP). Specifically, the bill prohibits lifetime or annual limits on CHIP dental coverage. It also requires states to offer dental-only supplemental coverage under CHIP to children who have other health insurance but are otherwise eligible for CHIP (i.e., wraparound coverage); such coverage is currently at the option of the state.</p>"
"S. 108",https://www.congress.gov/bill/118th-congress/senate-bill/108,"118th Congress (2023-2024)","Guidance Clarity Act of 2023",,"Lankford, James [Sen.-R-OK]",,01/26/2023,4,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",01/26/2023,"Braun, Mike [Sen.-R-IN]","Risch, James E. [Sen.-R-ID]","Johnson, Ron [Sen.-R-WI]","Sinema, Kyrsten [Sen.-I-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics","Government information and archives","Administrative law and regulatory procedures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Guidance Clarity Act of 2023</b><br> <br> This bill requires federal agencies to state on the first page of guidance documents that such guidance (1) does not have the force and effect of law, and (2) is intended only to provide clarity to the public about existing legal requirements or agency policies.</p>"
"S. 107",https://www.congress.gov/bill/118th-congress/senate-bill/107,"118th Congress (2023-2024)","Traditional Cigar Manufacturing and Small Business Jobs Preservation Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,5,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",01/26/2023,"Kennedy, John [Sen.-R-LA]","Boozman, John [Sen.-R-AR]","Cotton, Tom [Sen.-R-AR]","Scott, Rick [Sen.-R-FL]","Budd, Ted [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Traditional Cigar Manufacturing and Small Business Jobs Preservation Act of 2023 </b></p> <p>This bill exempts traditional large and premium cigars from Food and Drug Administration (FDA) regulation and FDA-assessed user fees.</p>"
